"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Integer Vitae Nibh Industries vy1JAAQ  MOL Standard Software","006i0000001vy1JAAQ",2,"","06/27/2015","Discover","","","Software","Integer Vitae Nibh Industries","",1296,"","","","","06/26/2015 00:00","","","","","",-118.190719,"",33.770328
"Integer Vitae Nibh Industries vy1jAAA  MOL Mobile Software","006i0000001vy1jAAA",5,"","06/29/2015","Decision","","","Software","Integer Vitae Nibh Industries","",4410,"","","","","06/27/2015 00:00","","","","","",-118.190719,"",33.770328
"Consectetuer Adipiscing Elit Consulting vw5PAAQ  MOL Standard Maintenance","006i0000001vw5PAAQ",18,"","07/25/2014","Closed Won","","","Maintenance","Consectetuer Adipiscing Elit Consulting","",2116.8,"","","","","07/27/2014 00:00","","","","","",-117.149911,"",32.749106
"Consectetuer Adipiscing Elit Consulting vwqwAAA  MOL Mobile Software","006i0000001vwqwAAA",30,"","12/25/2014","Closed Won","","","Software","Consectetuer Adipiscing Elit Consulting","",24840,"","","","","12/22/2014 00:00","","","","","",-117.149911,"",32.749106
"Consectetuer Adipiscing Elit Consulting vx96AAA  MOL Standard Software","006i0000001vx96AAA",11,"","02/14/2015","Closed Won","","","Software","Consectetuer Adipiscing Elit Consulting","",8272,"","","","","02/10/2015 00:00","","","","","",-117.149911,"",32.749106
"Consectetuer Adipiscing Elit Consulting vxA8AAI  MOL Standard Maintenance","006i0000001vxA8AAI",22,"","02/15/2015","Closed Lost","","","Maintenance","Consectetuer Adipiscing Elit Consulting","",2191.2,"","","","","02/15/2015 00:00","","","","","",-117.149911,"",32.749106
"Consectetuer Adipiscing Elit Consulting vy1KAAQ  MOL Standard Software","006i0000001vy1KAAQ",170,"","06/27/2015","Discover","","","Software","Consectetuer Adipiscing Elit Consulting","",122400,"","","","","06/26/2015 00:00","","","","","",-117.149911,"",32.749106
"Placerat Orci Institute vxPoAAI  MOL Standard Software","006i0000001vxPoAAI",3,"","03/27/2015","Closed Lost","","","Software","Placerat Orci Institute","",2280,"","","","","03/29/2015 00:00","","","","","",-122.906144,"",42.299788
"Placerat Orci Institute vxrXAAQ  MOL Standard Maintenance","006i0000001vxrXAAQ",22,"","06/05/2015","Decision","","","Maintenance","Placerat Orci Institute","",1900.8,"","","","","06/02/2015 00:00","","","","","",-122.906144,"",42.299788
"Placerat Orci Institute vy1qAAA  MOL Standard Software","006i0000001vy1qAAA",15,"","06/27/2015","Discover","","","Software","Placerat Orci Institute","",11760,"","","","","06/27/2015 00:00","","","","","",-122.906144,"",42.299788
"Etiam Corporation vy1RAAQ  MOL Standard Maintenance","006i0000001vy1RAAQ",21,"","06/24/2015","Discover","","","Maintenance","Etiam Corporation","",2293.2,"","","","","06/26/2015 00:00","","","","","",-122.315965,"",47.613945
"Lacus Mauris Non LLP vy1SAAQ  MOL Premium Software","006i0000001vy1SAAQ",10,"","06/24/2015","Commit","","","Software","Lacus Mauris Non LLP","",10080,"","","","","06/26/2015 00:00","","","","","",-122.377653,"",47.564357
"Mollis Phasellus Libero Company vy1TAAQ  MOL Standard Maintenance","006i0000001vy1TAAQ",8,"","06/24/2015","Discover","","","Maintenance","Mollis Phasellus Libero Company","",892.8,"","","","","06/26/2015 00:00","","","","","",-122.316508,"",47.618022
"Erat Semper Rutrum PC vtfhAAA  MOL Standard Software","006i0000001vtfhAAA",12,"","06/05/2012","Closed Won","","","Software","Erat Semper Rutrum PC","",7584,"","","","","05/29/2012 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vtivAAA  MOL Standard Software","006i0000001vtivAAA",8,"","06/26/2012","Closed Won","","","Software","Erat Semper Rutrum PC","",5248,"","","","","06/24/2012 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vu07AAA  MOL Standard Software","006i0000001vu07AAA",13,"","12/03/2012","Closed Won","","","Software","Erat Semper Rutrum PC","",9568,"","","","","11/27/2012 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vuG0AAI  MOL Standard Maintenance","006i0000001vuG0AAI",6,"","03/29/2013","Closed Won","","","Maintenance","Erat Semper Rutrum PC","",712.8,"","","","","03/23/2013 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vuSkAAI  MOL Standard Services","006i0000001vuSkAAI",163,"","06/06/2013","Closed Won","","","Services","Erat Semper Rutrum PC","",107254,"","","","","06/03/2013 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vuuNAAQ  MOL Standard Software","006i0000001vuuNAAQ",12,"","10/15/2013","Closed Won","","","Software","Erat Semper Rutrum PC","",8160,"","","","","10/09/2013 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vvncAAA  MOL Standard Software","006i0000001vvncAAA",2,"","05/31/2014","Closed Won","","","Software","Erat Semper Rutrum PC","",1552,"","","","","05/31/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vvxpAAA  MOL Standard Software","006i0000001vvxpAAA",134,"","06/30/2014","Closed Lost","","","Software","Erat Semper Rutrum PC","",88976,"","","","","06/30/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vw1hAAA  MOL Standard Software","006i0000001vw1hAAA",3,"","07/09/2014","Closed Won","","","Services","Erat Semper Rutrum PC","",2550,"","","","","07/08/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vwUxAAI  MOL Standard Services","006i0000001vwUxAAI",3,"","10/21/2014","Closed Lost","","","Services","Erat Semper Rutrum PC","",2037,"","","","","10/14/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vwYqAAI  MOL Premium Maintenance","006i0000001vwYqAAI",70,"","10/29/2014","Closed Lost","","","Maintenance","Erat Semper Rutrum PC","",8715,"","","","","10/28/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vwhxAAA  MOL Standard Software","006i0000001vwhxAAA",500,"","12/03/2014","Closed Lost","","","Software","Erat Semper Rutrum PC","",368000,"","","","","11/26/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vwoUAAQ  MOL Premium Software","006i0000001vwoUAAQ",14,"","12/24/2014","Closed Won","","","Software","Erat Semper Rutrum PC","",15624,"","","","","12/16/2014 00:00","","","","","",-78.676569,"",38.356888
"Erat Semper Rutrum PC vy2bAAA  MOL Standard Software","006i0000001vy2bAAA",4,"","06/29/2015","Discover","","","Software","Erat Semper Rutrum PC","",2432,"","","","","06/29/2015 00:00","","","","","",-78.676569,"",38.356888
"Gravida Nunc Consulting vveJAAQ  MOL Mobile Software","006i0000001vveJAAQ",11,"","04/18/2014","Closed Lost","","","Software","Gravida Nunc Consulting","",9603,"","","","","04/20/2014 00:00","","","","","",-112.064827,"",33.457334
"Gravida Nunc Consulting vvoqAAA  MOL Standard Software","006i0000001vvoqAAA",1,"","06/08/2014","Closed Lost","","","Software","Gravida Nunc Consulting","",744,"","","","","06/03/2014 00:00","","","","","",-112.064827,"",33.457334
"Gravida Nunc Consulting vwvrAAA  MOL Standard Software","006i0000001vwvrAAA",3,"","12/29/2014","Closed Won","","","Software","Gravida Nunc Consulting","",1704,"","","","","12/28/2014 00:00","","","","","",-112.064827,"",33.457334
"Gravida Nunc Consulting vxZFAAY  MOL Standard Software","006i0000001vxZFAAY",3,"","04/25/2015","Closed Won","","","Software","Gravida Nunc Consulting","",2136,"","","","","04/17/2015 00:00","","","","","",-112.064827,"",33.457334
"Gravida Nunc Consulting vxrPAAQ  MOL Mobile Maintenance","006i0000001vxrPAAQ",63,"","06/05/2015","Commit","","","Maintenance","Gravida Nunc Consulting","",5594.4,"","","","","06/02/2015 00:00","","","","","",-112.064827,"",33.457334
"Gravida Nunc Consulting vy2FAAQ  MOL Standard Maintenance","006i0000001vy2FAAQ",445,"","06/29/2015","Commit","","","Maintenance","Gravida Nunc Consulting","",45390,"","","","","06/28/2015 00:00","","","","","",-112.064827,"",33.457334
"Feugiat Placerat Velit Ltd vy2OAAQ  MOL Standard Software","006i0000001vy2OAAQ",9,"","06/26/2015","Discover","","","Software","Feugiat Placerat Velit Ltd","",6408,"","","","","06/28/2015 00:00","","","","","",-122.334777,"",47.575296
"Sed Nec Metus Company vuQ6AAI  MOL Standard Software","006i0000001vuQ6AAI",2,"","05/15/2013","Closed Lost","","","Software","Sed Nec Metus Company","",1408,"","","","","05/17/2013 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vuYhAAI  MOL Standard Software","006i0000001vuYhAAI",48,"","07/02/2013","Closed Won","","","Software","Sed Nec Metus Company","",27264,"","","","","06/30/2013 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vusLAAQ  MOL Standard Software","006i0000001vusLAAQ",212,"","10/01/2013","Closed Lost","","","Software","Sed Nec Metus Company","",137376,"","","","","09/29/2013 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vveDAAQ  MOL Standard Services","006i0000001vveDAAQ",155,"","04/21/2014","Closed Lost","","","Services","Sed Nec Metus Company","",88970,"","","","","04/20/2014 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vvwYAAQ  MOL Standard Services","006i0000001vvwYAAQ",102,"","06/24/2014","Closed Won","","","Services","Sed Nec Metus Company","",69972,"","","","","06/24/2014 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vwTtAAI  MOL Standard Services","006i0000001vwTtAAI",8,"","10/11/2014","Closed Won","","","Services","Sed Nec Metus Company","",4560,"","","","","10/10/2014 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vxheAAA  MOL Standard Software","006i0000001vxheAAA",12,"","05/11/2015","Closed Won","","","Software","Sed Nec Metus Company","",7104,"","","","","05/05/2015 00:00","","","","","",-85.628529,"",44.764315
"Sed Nec Metus Company vy2nAAA  MOL Mobile Software","006i0000001vy2nAAA",104,"","06/29/2015","Discover","","","Software","Sed Nec Metus Company","",89856,"","","","","06/29/2015 00:00","","","","","",-85.628529,"",44.764315
"Zep Infratech vx54AAA  MOL Premium Services","006i0000001vx54AAA",12,"","01/26/2015","Closed Won","","","Services","Zep Infratech","",8760,"","","","","01/28/2015 00:00","","","","","",-122.141222,"",47.685914
"Zep Infratech vxLMAAY  MOL Standard Software","006i0000001vxLMAAY",73,"","03/21/2015","Closed Won","","","Software","Zep Infratech","",46720,"","","","","03/20/2015 00:00","","","","","",-122.141222,"",47.685914
"Zep Infratech vxKdAAI  MOL Standard Services","006i0000001vxKdAAI",6,"","03/22/2015","Closed Won","","","Services","Zep Infratech","",3612,"","","","","03/17/2015 00:00","","","","","",-122.141222,"",47.685914
"Zep Infratech vy2pAAA  MOL Standard Software","006i0000001vy2pAAA",254,"","06/29/2015","Qualify","","","Software","Zep Infratech","",164592,"","","","","06/29/2015 00:00","","","","","",-122.141222,"",47.685914
"Neque Et Foundation vuyGAAQ  MOL Premium Maintenance","006i0000001vuyGAAQ",78,"","10/14/2013","Closed Won","","","Maintenance","Neque Et Foundation","",9009,"","","","","10/29/2013 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vuyGAAQX  MOL Premium Maintenance","006i0000001vuyGAAQX",90,"","10/21/2013","Closed Won","","","Maintenance","Neque Et Foundation","",10395,"","","","","10/29/2013 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vuyGAAQY  MOL Premium Maintenance","006i0000001vuyGAAQY",100,"","10/27/2013","Closed Won","","","Maintenance","Neque Et Foundation","",11550,"","","","","10/29/2013 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vuyGAAQZ  MOL Premium Maintenance","006i0000001vuyGAAQZ",100,"","11/04/2013","Closed Won","","","Maintenance","Neque Et Foundation","",11550,"","","","","10/29/2013 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vvRLAAY  MOL Mobile Software","006i0000001vvRLAAY",14,"","03/19/2014","Closed Lost","","","Software","Neque Et Foundation","",9198,"","","","","03/11/2014 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vvZmAAI  MOL Mobile Software","006i0000001vvZmAAI",4,"","04/07/2014","Closed Lost","","","Software","Neque Et Foundation","",2628,"","","","","03/31/2014 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vy6VAAQ  MOL Premium Software","006i0000001vy6VAAQ",3,"","12/15/2014","Closed Won","","","Software","Neque Et Foundation","",3132,"","","","","12/09/2014 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vwybAAA  MOL Premium Maintenance","006i0000001vwybAAA",4,"","01/12/2015","Closed Won","","","Maintenance","Neque Et Foundation","",456,"","","","","01/05/2015 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vxwUAAQ  MOL Mobile Services","006i0000001vxwUAAQ",7,"","06/19/2015","Decision","","","Services","Neque Et Foundation","",3528,"","","","","06/15/2015 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vxwVAAQ  MOL Mobile Software","006i0000001vxwVAAQ",2,"","06/19/2015","Decision","","","Software","Neque Et Foundation","",1512,"","","","","06/15/2015 00:00","","","","","",-89.019962,"",42.369629
"Neque Et Foundation vy79AAA  MOL Premium Software","006i0000001vy79AAA",500,"","06/29/2015","Solution","","","Software","Neque Et Foundation","",444000,"","","","","06/29/2015 00:00","","","","","",-89.019962,"",42.369629
"Dolor Nonummy Corporation vy2yAAA  MOL Standard Services","006i0000001vy2yAAA",418,"","08/03/2015","Solution","","","Services","Dolor Nonummy Corporation","",228228,"","","","","06/29/2015 00:00","","","","","",-122.484654,"",47.211443
"Mollis Phasellus Foundation vxI3AAI  MOL Standard Software","006i0000001vxI3AAI",56,"","03/08/2015","Closed Won","","","Software","Mollis Phasellus Foundation","",9960,"","","","","03/10/2015 00:00","","","","","",-117.198484,"",47.680737
"Mollis Phasellus Foundation vxUiAAI  MOL Standard Software","006i0000001vxUiAAI",16,"","04/09/2015","Closed Won","","","Software","Mollis Phasellus Foundation","",11392,"","","","","04/04/2015 00:00","","","","","",-117.198484,"",47.680737
"Mollis Phasellus Foundation vy37AAA  MOL Premium Maintenance","006i0000001vy37AAA",86,"","06/29/2015","Discover","","","Maintenance","Mollis Phasellus Foundation","",11610,"","","","","06/29/2015 00:00","","","","","",-117.198484,"",47.680737
"Phasellus Libero Mauris Company vtK6AAI  MOL Standard Software","006i0000001vtK6AAI",4,"","08/25/2011","Closed Lost","","","Software","Phasellus Libero Mauris Company","",2496,"","","","","08/27/2011 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vtn1AAA  MOL Standard Software","006i0000001vtn1AAA",32,"","07/31/2012","Closed Won","","","Software","Phasellus Libero Mauris Company","",21760,"","","","","07/29/2012 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vtnkAAA  MOL Standard Services","006i0000001vtnkAAA",21,"","08/08/2012","Closed Won","","","Services","Phasellus Libero Mauris Company","",11025,"","","","","08/06/2012 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vuVyAAI  MOL Standard Software","006i0000001vuVyAAI",38,"","06/18/2013","Closed Won","","","Software","Phasellus Libero Mauris Company","",22496,"","","","","06/18/2013 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vubDAAQ  MOL Standard Services","006i0000001vubDAAQ",2,"","07/13/2013","Closed Lost","","","Services","Phasellus Libero Mauris Company","",1036,"","","","","07/08/2013 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vuf0AAA  MOL Standard Software","006i0000001vuf0AAA",3,"","08/13/2013","Closed Won","","","Software","Phasellus Libero Mauris Company","",2376,"","","","","08/08/2013 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vuldAAA  MOL Standard Software","006i0000001vuldAAA",8,"","09/19/2013","Closed Won","","","Software","Phasellus Libero Mauris Company","",5952,"","","","","09/14/2013 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vuoNAAQ  MOL Standard Software","006i0000001vuoNAAQ",52,"","09/25/2013","Closed Won","","","Software","Phasellus Libero Mauris Company","",32864,"","","","","09/25/2013 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vvtbAAA  MOL Standard Software","006i0000001vvtbAAA",15,"","06/25/2014","Closed Lost","","","Software","Phasellus Libero Mauris Company","",8400,"","","","","06/18/2014 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vw7cAAA  MOL Premium Software","006i0000001vw7cAAA",4,"","08/12/2014","Closed Won","","","Software","Phasellus Libero Mauris Company","",4080,"","","","","08/04/2014 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vwINAAY  MOL Standard Software","006i0000001vwINAAY",41,"","09/21/2014","Closed Won","","","Software","Phasellus Libero Mauris Company","",26896,"","","","","09/13/2014 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vwbVAAQ  MOL Standard Services","006i0000001vwbVAAQ",3,"","11/11/2014","Closed Lost","","","Services","Phasellus Libero Mauris Company","",1932,"","","","","11/07/2014 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vxOjAAI  MOL Standard Software","006i0000001vxOjAAI",93,"","04/04/2015","Closed Lost","","","Software","Phasellus Libero Mauris Company","",72168,"","","","","03/28/2015 00:00","","","","","",-72.6556,"",44.148919
"Phasellus Libero Mauris Company vy3YAAQ  MOL Standard Maintenance","006i0000001vy3YAAQ",100,"","07/26/2015","Discover","","","Maintenance","Phasellus Libero Mauris Company","",11040,"","","","","06/30/2015 00:00","","","","","",-72.6556,"",44.148919
"Nulla Facilisis Suspendisse PC vuqVAAQ  MOL Mobile Software","006i0000001vuqVAAQ",568,"","09/27/2013","Closed Lost","","","Software","Nulla Facilisis Suspendisse PC","",403848,"","","","","09/29/2013 00:00","","","","","",-88.046456,"",42.112851
